day;time;cpu;cpu0;cpu1;cpu2;cpu3;cpu4;cpu5;cpu6;cpu7
2024-10-22;07:47:50;4.654088050314465;5.9405940594059405;9.183673469387756;6.0;4.081632653061225;3.9603960396039604;1.0101010101010102;2.0202020202020203;3.0303030303030303
2024-10-22;07:48:51;1.831409934771701;1.895655091427613;2.0223967909075715;2.0801878879382656;1.654964894684052;1.7370970435944546;1.7370970435944546;1.7203941874060464;1.8379281537176273
2024-10-22;07:49:51;2.8637916937462;2.6160337552742616;2.812656956303365;2.75990518117169;2.812656956303365;3.1594784353059175;3.0095301788998494;2.5967498743508126;3.0581550802139037
2024-10-22;07:50:56;6.500666051849575;6.9125186042665785;6.587314527963477;6.373772674321851;6.618845777632866;6.123448726322665;6.727629000653168;6.7104183757178015;5.98694942903752
2024-10-22;07:52:12;4.590468122869647;4.364694471387003;4.7718845719813;4.743465634075508;4.771115409413282;4.470890961724027;4.727331397224911;4.505813953488372;4.367518602394047
2024-10-22;16:23:21;10.012674271229404;6.122448979591836;6.185567010309279;13.26530612244898;7.070707070707071;9.090909090909092;14.851485148514852;7.291666666666667;15.0
2024-10-22;16:24:21;8.369423537821133;9.691555705376707;7.743994624559046;8.210208193418401;9.0298757972474;7.214225232853514;7.714237799765219;8.337535720289123;8.993108085392503
2024-10-22;16:53:38;26.081424936386767;22.68041237113402;28.0;34.0;23.0;23.711340206185568;28.571428571428573;21.21212121212121;30.612244897959183
2024-10-22;16:54:38;13.050453873759764;14.590025359256128;13.27150084317032;12.959218065385912;12.702156334231805;11.452991452991453;12.767390938184269;13.608768971332209;13.001010441226002
2024-10-22;16:55:38;12.028411246469672;14.037455711152354;11.668631082673851;11.990569215223982;12.67486937468397;10.398230088495575;11.852723604572965;11.614206362565225;11.91718565897997
2024-10-22;16:56:38;11.699123250716575;13.488843813387424;11.724137931034482;12.483153638814017;11.598587997982854;11.08654990647849;11.079306280518606;11.537167843928692;10.60963287302122
2024-10-22;16:57:38;13.134000591241184;15.56723757842971;11.937278705108751;11.760741364785172;13.944088918827887;11.471491976783886;12.847749114820434;12.851608556510023;14.750505731625084
2024-10-22;17:12:05;0;0;0;0;0;0;0;0;0
2024-10-22;17:13:05;10.879498031288822;12.953280485748019;11.483414716282203;12.059962944247937;10.69023569023569;9.417344173441734;10.312395028552233;9.747899159663865;10.34366576819407
2024-10-22;17:19:42;0;0;0;0;0;0;0;0;0
2024-10-22;17:22:59;0;0;0;0;0;0;0;0;0
2024-10-22;17:23:59;13.755659902733523;13.903383268809964;14.091823056300267;13.055136584548348;14.053328861311421;13.553913335572725;13.771753681392235;13.362357669122572;14.288110011739057
2024-10-22;17:24:59;7.830376823764039;9.086320040383645;6.830417227456258;8.513490866432043;7.853315472203617;7.41930032110867;7.063758389261745;7.605964148098509;8.190668009399127
2024-10-22;17:27:14;50.0;0;0;0;0;0;0;0;0
2024-10-22;17:28:14;2.991944764096663;4.226769540422677;2.3761713520749663;2.072192513368984;3.1918449197860963;3.7764350453172204;2.4895572263993317;3.2301255230125525;2.594142259414226
2024-10-22;17:29:14;2.1164906410122346;2.245684598625775;1.639344262295082;1.6867067468269874;1.7895969225623014;2.1070234113712374;2.6787209107651098;1.606694560669456;3.2295850066934406
2024-10-22;19:26:45;0;0;0;0;0;0;0;0.0;0
2024-10-22;19:27:45;10.93759852035562;12.335913833726018;9.818426361802286;12.06114564085335;11.400268636668905;10.635779506256341;11.116708648194795;9.831932773109244;10.243492863140219
2024-10-22;19:28:46;10.76041076041076;13.079386482386651;12.258606213266162;10.251256281407036;10.015098137896326;8.934301638236784;11.221066756122106;9.644414625964442;10.71188717259906
2024-10-23;08:23:07;0.0;0;0;0;0;0;0;0;0
2024-10-23;08:24:07;4.714037402358066;5.479222520107238;4.138046573965489;4.549269766661071;3.616273229532898;3.8345612860013394;6.806370494551551;4.189710072063013;5.134637899314266
2024-10-23;08:25:07;10.421533345960393;11.365549755851154;10.590015128593041;9.231291362633634;9.88567585743107;10.339609952925352;10.132974246759805;11.454484380248573;10.348308934881373
2024-10-23;08:26:07;3.563726208672711;3.629642076961855;4.964894684052156;3.290799194089993;3.4990791896869244;3.0120481927710845;3.3963526852936257;2.977086469309249;3.753351206434316
